file,mode,name,date,distance_km,notes,id,source,original_file,original_sha256,min_altitude_m,max_altitude_m,original_points,map_points,simplify_degrees
ride__0066_GraphHopper-Track.gpx,ride,Copenhagen → Malmö,,44.0,,r-0b906a1cbfe44f75abb8cc2943f7589f,,,,,,,,
ride__0067_GraphHopper-Track.gpx,ride,Warsaw → Nowy Dwór Mazowiecki,,42.6,,r-c45755287df54fedb7ba26f0ddfa25c4,,,,,,,,
ride__0068_GraphHopper-Track.gpx,ride,Madrid (loop),,8.4,,r-2144569b7558407592a6025e8a4a5192,,,,,,,,
ride__0069_GraphHopper-Track.gpx,ride,Madrid (loop),,11.5,,r-651297f2440d4b4e8df3d6c58750ba9e,,,,,,,,
ride__0070_GraphHopper-Track.gpx,ride,Pontorson → Le Mont-Saint-Michel,,8.8,,r-45ca8f644bf448a796568b34e1a164c6,,,,,,,,
ride__0071_GraphHopper-Track.gpx,ride,Nysa → Wrocław,,93.0,,r-e491a420395e461892c66985a9add6fd,,,,,,,,
ride__0072_GraphHopper-Track.gpx,ride,Flixbus_Paris → Vilobí d'Onyar,2023-06-12,951.3,,r-c6f2babba98a4b3fb689104efad8e414,,,,,,,,
ride__0073_GraphHopper-Track.gpx,ride,Prague → Nysa,,244.7,,r-64abd453f2f44a138afcdbf6d3a45d6c,,,,,,,,
ride__0074_GraphHopper-Track.gpx,ride,Sant Feliu de Guíxols → Barcelona,,102.6,,r-23fc3825e3d544b9837c332ee5a0a625,,,,,,,,
ride__0075_GraphHopper-Track.gpx,ride,Amsterdam → Duisburg,,208.7,,r-1e7d5a499f0e4832b2b58cbc8379a5b6,,,,,,,,
ride__0076_GraphHopper-Track.gpx,ride,Saint-Louis → Basel,,6.0,,r-26fac5090ece40c7a743ab56c9953e45,,,,,,,,
ride__0077_GraphHopper-Track.gpx,ride,Eindhoven (loop),,9.5,,r-ec03212e407a49cc93ae0a793bd7697a,,,,,,,,
ride__0078_GraphHopper-Track.gpx,ride,Milan → Orio al Serio,,53.4,,r-259851baa14c47b09ee99c0bdc6d1e8f,,,,,,,,
ride__0079_GraphHopper-Track.gpx,ride,Sandefjord → Oslo,,118.1,,r-9fe0c5a9775a452d9955ef53a96c5481,,,,,,,,
ride__0080_GraphHopper-Track.gpx,ride,Vejle → Billund Municipality,,33.9,,r-e97f8153356f4773ba154b8c103cb938,,,,,,,,
ride__0081_GraphHopper-Track.gpx,ride,Hurghada → Red Sea,,94.9,,r-0a7f9dc32d6a4ad38790ec699b09571e,,,,,,,,
ride__0082_GraphHopper-Track.gpx,ride,Greater London (loop),,47.4,,r-82e3dadf4e14493691a00ab34fa52313,,,,,,,,
ride__0083_GraphHopper-Track.gpx,ride,Paris → Fontainebleau,,67.9,,r-192a1c32f8b64a22bb397e1f0eab11c3,,,,,,,,
ride__0084_GraphHopper-Track.gpx,ride,Paray-Vieille-Poste (loop),,34.0,,r-1bab88a146464502bbdbe6972188d8d1,,,,,,,,
ride__0085_GraphHopper-Track.gpx,ride,Valencia → Elx / Elche,,313.3,,r-14d40caa6a3d42a08b9f9da75bfc9966,,,,,,,,
ride__0086_GraphHopper-Track.gpx,ride,Tbilisi → Kazbegi Municipality,,177.6,,r-0682cf8d8c7b45bcb84713929a1e0a8e,,,,,,,,
ride__0087_GraphHopper-Track.gpx,ride,Kloten → Engelberg,,98.9,,r-0cd3f7a37d014f28947cd99c589f9835,,,,,,,,
ride__0088_GraphHopper-Track.gpx,ride,Uttlesford → Greater London,,56.9,,r-20ea27ac6faf46b29cc90e1d323624dc,,,,,,,,
ride__0089_GraphHopper-Track.gpx,ride,Fingal → Dublin,,16.7,,r-95a3559cf7844cb0ad653547961196b7,,,,,,,,
ride__0090_GraphHopper-Track.gpx,ride,Caslano → Menaggio,,38.2,,r-9fb721b6f1a5486eb7a520036364334b,,,,,,,,
ride__0091_GraphHopper-Track.gpx,ride,Dolný Kubín → Liptovský Mikuláš,,42.0,,r-5b160058e1344875a9662456001d4198,,,,,,,,
ride__0092_GraphHopper-Track.gpx,ride,Monaco (loop),,5.1,,r-0570795924724cc6885fbc814318111c,,,,,,,,
ride__0093_GraphHopper-Track.gpx,ride,Nice → Èze,,9.3,,r-f553c1d3bb304f31ba67480e495c1605,,,,,,,,
train__0000_1990-Lviv-Mykolaiv-1-077-2km.gpx,train,"1990_Lviv-Mykolaiv (1,077.2km)",,1075.2,,r-7699aecc840945df9120833f91b76f93,,,,,,,,
train__0001_1990-Lviv-Dobrotvir-52km.gpx,train,1990і_Lviv_Dobrotvir (52km),,51.9,,r-71214ad5f66b4498be3cd40a98712f6f,,,,,,,,
train__0002_1990-Lviv-Kherson-1-027-6km.gpx,train,"1990і_Lviv_Kherson (1,027.6km)",,1025.5,,r-5fe0fc26a806487da89f2ea227c97859,,,,,,,,
train__0003_1990-Lviv-Slavsko-137-9km.gpx,train,1990і_Lviv-Slavsko (137.9km),,137.7,,r-452d0b58cd244383a5e085bb1ab68637,,,,,,,,
train__0004_1995-LvivSolotvyno-444-3km.gpx,train,1995_LvivSolotvyno (444.3km),,443.2,,r-38de5fbdde1f40109dbbcfd1b0dc76ed,,,,,,,,
train__0005_1998-Lviv-Kyiv-566-6km.gpx,train,1998_Lviv_Kyiv (566.6km),,565.2,,r-ebdd1667ad20440690f1135149145920,,,,,,,,
train__0006_2002-Lviv-Wroc-aw-591km.gpx,train,2002 Lviv -> Wrocław (591km),2002,589.6,,r-1ec95d8682cf44ce9e787752dca8a1a3,,,,,,,,
train__0007_2003-Lviv-Uzhhorod-269-6km.gpx,train,2003 Lviv -> Uzhhorod (269.6km),2003,268.9,,r-e998dedca9014fbc93f6df469167a0fc,,,,,,,,
train__0008_2004-Lviv-Morshyn-88-7km.gpx,train,2004_Lviv -> Morshyn (88.7km),,88.6,,r-81a6c007e6a14573963cb29ce44ddd23,,,,,,,,
train__0009_2004-Zaporizzhia-Simpheropol.gpx,train,2004_Zaporizzhia_Simpheropol,,298.0,,r-687bf4b54515489cbc0722739c3e2fed,,,,,,,,
train__0010_2004Amsterdam-Koog-aan-de-Zaan-11km.gpx,train,2024Amsterdam -> Koog aan de Zaan (11km),2024,11.0,,r-7bee312e0fd5469d866e1cc21399a5ab,,,,,,,,
train__0011_2004Lviv-Zaporizhzhia-1-154-3km.gpx,train,"2004Lviv -> Zaporizhzhia (1,154.3km)",,1151.7,,r-a30fa77e7d264987835e65a7dde0d8d6,,,,,,,,
train__0012_2007-Lviv-Odesa-743-7km.gpx,train,2007 Lviv -> Odesa (743.7km),2007,742.3,,r-0d91e3ad3ba54b4d9366f0743f32f8b6,,,,,,,,
train__0013_2007-Bellingham-Seattle-151km.gpx,train,2007_Bellingham -> Seattle (151km),,150.9,,r-c0f1d8daec7e4e24ac2fa9c14adf2367,,,,,,,,
train__0014_2008-Budapest-Bratislava-213-2km.gpx,train,2008_Budapest -> Bratislava (213.2km),,212.8,,r-fc5b28635feb4b8b81af776fc5185cb2,,,,,,,,
train__0015_2008-Budapest-G-d-ll-25-3km.gpx,train,2008_Budapest -> Gödöllő (25.3km),,25.2,,r-a923912c334b4d2d843c395902c57bc3,,,,,,,,
train__0016_2008-Budapest-Krompachy-312km.gpx,train,2008_Budapest -> Krompachy (312km),,311.4,,r-dcd43aafecc94917b7c56e2466b0ca2f,,,,,,,,
train__0017_2008-EURO-1-614-2km.gpx,train,"2008_EURO (1,614.2km)",,1610.7,,r-7f1c8d03b17149bdb3ba59faa4778c67,,,,,,,,
train__0018_2009-Budapest-Dresden-730-4km.gpx,train,2009 Budapest -> Dresden (730.4km),2009,729.0,,r-a21aa54c79f94f19ab91f9fe4787d6d0,,,,,,,,
train__0019_2009-Lviv-Seredyna-Buda-920-7km.gpx,train,2009_Lviv -> Seredyna-Buda (920.7km),,918.6,,r-f05a6233f24c4dc0b8bc41c64156a101,,,,,,,,
train__0020_2009-Suzemka-Moscow-487-4km.gpx,train,2009_Suzemka -> Moscow (487.4km),,486.5,,r-547a9f71965648d095eeba107bf39dc0,,,,,,,,
train__0021_2010-Bergamo-Budapest-1-010-5km.gpx,train,"2010_Bergamo -> Budapest (1,010.5km)",,1008.4,,r-7a186b69600346a7846a5f2649067b67,,,,,,,,
train__0022_2010-Dresden-Erfurt-242km.gpx,train,2010_Dresden -> Erfurt (242km),,294.0,,r-caff9def53cd400e971105615a7e085d,,,,,,,,
train__0023_2010-Jena-Nord-Berlin-270-6km.gpx,train,2010_Jena-Nord -> Berlin (270.6km),,270.0,,r-02239295e018463f97bda4853b8d53dd,,,,,,,,
train__0024_2010-Jena-S-d-Erfurt-43-8km.gpx,train,2010_Jena-Süd -> Erfurt (43.8km),,43.7,,r-bbdf60c4f6574aaab8bf0563bd0e6196,,,,,,,,
train__0025_2010-Kyiv-Kharkiv-484-3km.gpx,train,2010_Kyiv -> Kharkiv (484.3km),,483.1,,r-24c59e7608584f11a6229abbf4032e19,,,,,,,,
train__0026_2010-Lugano-Caslano-8km.gpx,train,2010_Lugano -> Caslano (8km),,8.0,,r-45d7079080de4f059ce64c72491cf9ab,,,,,,,,
train__0027_2010-Milan-Switzerland-146km.gpx,train,2010_Milan_Switzerland (146km),,145.8,,r-90ca8d236b274f4c8e36f7ce9b63af72,,,,,,,,
train__0028_2012-Cubelles-Barcelona-46-8km.gpx,train,2012_Cubelles -> Barcelona (46.8km),,46.7,,r-01eef4c9fa674b9881f411e9e1e2b013,,,,,,,,
train__0029_2012-Kyiv-Odesa-611-1km.gpx,train,2012_Kyiv -> Odesa (611.1km),,610.3,,r-b6d1caa1c9694106ae308322284d016d,,,,,,,,
train__0030_2014-Israel.gpx,train,2014_Israel,,127.8,,r-17e819eeeae44642a149850497bc43e6,,,,,,,,
train__0031_2015-Barcelona-Monistrol-de-Montserrat-41-3km.gpx,train,2015_Barcelona -> Monistrol de Montserrat (41.3km),,41.3,,r-7c668b3988994ee0a2f8f5caadaf75e5,,,,,,,,
train__0032_2015-Barcelona-Seville-1-091-5km.gpx,train,"2015_Barcelona -> Seville (1,091.5km)",,1090.5,,r-22ccd32673e342bbba938b57a8b4d876,,,,,,,,
train__0033_2015-Kyiv-Svaliava-741-2km.gpx,train,2015_Kyiv -> Svaliava (741.2km),,739.2,,r-a0e180a0b92b46bd810a9cf981089578,,,,,,,,
train__0034_2016-Kyiv-Ivano-Frankivsk-707-5km.gpx,train,2016 Kyiv -> Ivano-Frankivsk (707.5km),2016,705.9,,r-b130fb5548aa44cea3b8cb185db17266,,,,,,,,
train__0035_2019-Bologna-Pompei-596-8km.gpx,train,2019_Bologna -> Pompei (596.8km),,596.5,,r-80a0f4dafd294a2981e51ac5432f75fb,,,,,,,,
train__0036_2019-Gatwick-Luton-94-7km.gpx,train,2019_Gatwick -> Luton (94.7km),,94.6,,r-c9263e04f6934a75b65bd52f6ef4e1bd,,,,,,,,
train__0037_2019-Naples-Rome-214km.gpx,train,2019_Naples -> Rome (214km),,213.7,,r-89d8833c07eb4c5f913b0428fa21a70c,,,,,,,,
train__0038_2019-Rome-Fiumicino-33-3km.gpx,train,2019_Rome -> Fiumicino (33.3km),,33.3,,r-cd01b67fbe524927b079ad3dec389dc7,,,,,,,,
train__0039_2019-Versailles-Paris-23-6km.gpx,train,2019_Versailles -> Paris (23.6km),,23.5,,r-5a2763cdeec746f193c8682f5aba02ec,,,,,,,,
train__0040_2021-LHR-49-7km.gpx,train,2021_LHR (49.7km),,49.6,,r-a3dd2e7b3dfb4c65bdb01a313ddc58aa,,,,,,,,
train__0041_2022-Lindau-Bodensee-Oberuhldingen-49-3km.gpx,train,2022_Lindau (Bodensee) -> Oberuhldingen (49.3km),,49.2,,r-220044d1609f4c5993f4aaab10af24a7,,,,,,,,
train__0042_2023-Copenhagen-Malmo-42-1km.gpx,train,2023 Copenhagen -> Malmo (42.1km),2023,42.0,,r-d2ea512e58534b0bb9dfae3a0ae13714,,,,,,,,
train__0043_2023-Barcelona-Madrid-610-2km.gpx,train,2023_Barcelona -> Madrid (610.2km),,609.3,,r-8fb3d21d5cb247dc89bddcca8a176adc,,,,,,,,
train__0044_2023-Paris-Pontorson-381-6km.gpx,train,2023_Paris -> Pontorson (381.6km),,380.7,,r-7172f1c8d5ce4ba786861e974a6cfebb,,,,,,,,
train__0045_2023-Pontorson-Paris-436-2km.gpx,train,2023_Pontorson -> Paris (436.2km),,435.3,,r-26e4012d089e4f728bd0b5817fb659a8,,,,,,,,
train__0046_2023-Przemysl-Warsaw-387-4km.gpx,train,2023_Przemysl -> Warsaw (387.4km),,386.8,,r-6b11db8832174d59aa81507b01756cdd,,,,,,,,
train__0047_2023-Schwechat-Favoriten-17-6km.gpx,train,2023_Schwechat -> Favoriten (17.6km),,17.6,,r-f584884a02f443da97628d796570a771,,,,,,,,
train__0048_2023-Warsaw-Wroc-aw-401-1km.gpx,train,2023_Warsaw -> Wrocław (401.1km),,400.3,,r-6525df62bfe94b6db593828db294c418,,,,,,,,
train__0049_2024-Adliswil-Zurich-6-1km.gpx,train,2024_Adliswil -> Zurich (6.1km),,6.1,,r-73ad726ff2c846a29ff321e464458d8d,,,,,,,,
train__0050_2024-Basel-Zurich-88-2km.gpx,train,2024_Basel -> Zurich (88.2km),,88.0,,r-1ec7cb1ebdb549b18648ead7ed18ea33,,,,,,,,
train__0051_2024-Copenhagen-Roskilde-34-3km.gpx,train,2024_Copenhagen -> Roskilde (34.3km),,34.2,,r-677eb9516971473fb561252eaaf6d930,,,,,,,,
train__0052_2024-Copenhagen-Vejle-246-9km.gpx,train,2024_Copenhagen -> Vejle (246.9km),,246.2,,r-e83c9a76fd034a2b8adc913db66fc2f0,,,,,,,,
train__0053_2024-Duisburg-Eindhoven-110-7km.gpx,train,2024_Duisburg -> Eindhoven (110.7km),,110.3,,r-9b09a22e14f6418dac0c8867fa5bca78,,,,,,,,
train__0054_2024-Duisburg-Mitte-Dusseldorf-23-6km.gpx,train,2024_Duisburg-Mitte -> Dusseldorf (23.6km),,23.6,,r-128639cbf3d14cef924d132d2243d0d1,,,,,,,,
train__0055_2024-Oslo-22-3km.gpx,train,2024_Oslo (22.3km),,22.1,,r-eb88584d7f1642ffa5c3917cd106d737,,,,,,,,
train__0056_2024-Oslo-2.gpx,train,2024_Oslo_2,,47.8,,r-44bdab11471b4ab5bc8eda6f0dbe6f02,,,,,,,,
train__0057_2024-Schiphol-Amsterdam-11-7km.gpx,train,2024_Schiphol -> Amsterdam (11.7km),,11.7,,r-7bdc4186acfd41e299a34ef3ec5ffeec,,,,,,,,
train__0058_2024-Warsaw-Lublin-177-7km.gpx,train,2024_Warsaw -> Lublin (177.7km),,177.4,,r-e069ddc806e243c3b0ae9f10f53726c9,,,,,,,,
train__0059_2024-Warsaw-Muchen-1-075-9km.gpx,train,"2024_Warsaw -> Muchen (1,075.9km)",,1073.9,,r-e9f9327786d2476d8d8f82fda7b28d38,,,,,,,,
train__0060_2024-Zurich-Milan-284-1km.gpx,train,2024_Zurich -> Milan (284.1km),,283.7,,r-b3c04ae377ed4a57874c99bf32ac53da,,,,,,,,
train__0061_2024-Zurich-6-8km.gpx,train,2024_Zurich (6.8km),,6.8,,r-a5130f271a00457b95adfd1e44b44d16,,,,,,,,
train__0062_2025-Doha-1.gpx,train,2025_Doha_1,,24.3,,r-aaf5b24cbf7e4a3dade6e0ef6c0b6a10,,,,,,,,
train__0063_2025-Doha-2.gpx,train,2025_Doha_2,,9.1,,r-491df02218dc40be894be3db9eb5bdd0,,,,,,,,
train__0064_2025-Dublin-Howth-13-9km.gpx,train,2025_Dublin-> Howth (13.9km),,13.8,,r-4048cff5b25f4f11818203042afd3d29,,,,,,,,
train__0065_2025-Dublin-Tallaght-13-9km.gpx,train,2025_Dublin-> Tallaght (13.9km),,13.8,,r-823e0d2ca2dc4378b59fd6b13a972ba6,,,,,,,,
train__0066_2025-London-Paris-491-3km.gpx,train,2025_London -> Paris (491.3km),,490.4,,r-ccc97cd28c854edc8d0f544442ac1482,,,,,,,,
train__0067_2025-Paris-Avon-59km.gpx,train,2025_Paris -> Avon (59km),,58.9,,r-be09ee1f83ca4ef483f9534b62701268,,,,,,,,
train__0068_2025-Paris-Chessy-33-1km.gpx,train,2025_Paris -> Chessy (33.1km),,33.0,,r-d2ab9d2166304bdb90f81e7559aa9040,,,,,,,,
train__0069_2025-US.gpx,train,2025_US,,571.8,,r-87d061c0798149deb42778cb67c19e8c,,,,,,,,
train__0070_2026-Warsaw-Krakow-339-2km.gpx,train,2026 Warsaw -> Krakow (339.2km),2026,338.7,,r-a7220dbf790c4498a7a7587567c1e4d5,,,,,,,,
train__0071_2026-03-22-Brzeg-Warsawa-365-4km.gpx,train,20260322_Brzeg-> Warsawa (365.4km),2026-03-22,364.7,,r-ba8c5a95352745f2a0c5e01bc1a3da64,,,,,,,,
train__0072_2026-Valencia-Madrid-401-5km.gpx,train,2026_Valencia -> Madrid (401.5km),,401.0,,r-b5cc7ba83a884d189f8c491c978fd960,,,,,,,,
train__0073_GraphHopper-Track.gpx,train,Kharkiv → Lozova,,146.8,,r-22f225a8f8a549caad658a65e5cc03f5,,,,,,,,
train__0074_GraphHopper-Track.gpx,train,Warsaw → Nieborów,,76.0,,r-97bd2823ed5547ff8ffc0c7050a85f49,,,,,,,,
train__0075_Krakow-Lotnisko-11-6km.gpx,train,Krakow -> Lotnisko (11.6km),,11.6,,r-3befb3b2279e456594668efa2e454cb7,,,,,,,,
train__0076_New-file-1.gpx,train,Kherson → Vynohradove rural hromada,,53.0,,r-080a32456e53426281f009db0ea417ef,,,,,,,,
train__0077_New-file-1.gpx,train,Mykhailivska settlement hromada → Plodorodnenska rural hromada,,21.7,,r-cd8bfeac2c95439c83c10458c770e562,,,,,,,,
train__0078_New-file-1.gpx,train,Mykhailivska settlement hromada → Zaporizhzhia,,53.9,,r-3304a76011bb4451a96ade3c51d60828,,,,,,,,
train__0079_New-file-2.gpx,train,Cannes → Monaco,,46.6,,r-90990e2babed49caac4f30e972bb9ae1,,,,,,,,
waterways__0000_New-file-1.gpx,waterways,Kherson Oblast (loop),,33.5,,r-42f9da65f5554b3aa9a4abb07e2fcc5b,,,,,,,,
waterways__0001_New-file-1.gpx,waterways,Sevastopol → Republic of Crimea,,56.5,,r-d7d0ec92b973419db8eb7110eea8f353,,,,,,,,
waterways__0002_New-file-1.gpx,waterways,Pirnove Rural Hromada → Зазимська сільська громада,,33.4,,r-97a5889f0c0f4814bf7500e87cc74069,,,,,,,,
waterways__0003_New-file-1.gpx,waterways,Hong Kong → Macau,,63.3,,r-46f373d82be54da7802195f663a3f1ba,,,,,,,,
waterways__0004_New-file-1.gpx,waterways,Copenhagen (loop),,2.8,,r-390320c72bf243bab067f28a2a41f779,,,,,,,,
waterways__0005_New-file-1.gpx,waterways,Oslo → Copenhagen,,552.3,,r-6a7e4d94b97f4747bdf4f671435329ac,,,,,,,,
waterways__0006_New-file-1.gpx,waterways,Oslo (loop),,1.3,,r-07d7fd29af3d4fbeb8509deec88248fd,,,,,,,,
waterways__0007_New-file-1.gpx,waterways,Zurich (loop),,5.2,,r-ee1b37c2a5814d229df69f7a752f41ea,,,,,,,,
waterways__0008_New-file-1.gpx,waterways,New file 1,,10.9,,r-11c631913df04e249abe66d6c48ecfa2,,,,,,,,
waterways__0009_New-file-1.gpx,waterways,Cannes,,3.5,,r-d11e7b5447e44ab49b49b6016f5604c5,,,,,,,,
route-0fc1560f6abe44cd975d43e57bd3823b.gpx,drive,20260818_Warszawa_Brno,2026-08-18,568.403358,,r-e72fe9a981eb4a07a72967008a027d97,,1e058fe778593eb746f7ee5b10ea8f73806f60c466a9de7f4b24086989ccccd7.gpx,1e058fe778593eb746f7ee5b10ea8f73806f60c466a9de7f4b24086989ccccd7,102.7,418.2,5641,1370,0.0001
route-14bcb66af6c44176abb5e2c4047e5be4.gpx,drive,20260819_Brno_Klagenfurt,2026-08-19,524.588158,,r-7352467d38174166bba35d8b197bb04b,,0527c1d4ed007a8beefce2d26e9a911a6d66efbcf4a0a61efadfdf382c404fbb.gpx,0527c1d4ed007a8beefce2d26e9a911a6d66efbcf4a0a61efadfdf382c404fbb,115.8,1063.0,5849,1505,0.0001
route-b77e49f4b6934c8d89a5b5d0828f012c.gpx,drive,20260820_Klagenfurt_Bergamo,2026-08-20,537.006026,,r-62ac29e6925f4dc5a687a6e124ae2a24,,2823ef06fb14b8805ec3dca0b9500c9c41f947fef9e2e834f70d6a13ecc3e70b.gpx,2823ef06fb14b8805ec3dca0b9500c9c41f947fef9e2e834f70d6a13ecc3e70b,1.0,826.6,4464,981,0.0001
route-82cea07b831743daae18ceca100ee719.gpx,drive,20260820_Bergamo_Airport,2026-08-20,32.332698,,r-4644fcefc6a7462b8f72a5045742f05c,,1ae8ae8d53270efd78d447cf7094528498a1b89f1e997266172ec171c9ea7a2a.gpx,1ae8ae8d53270efd78d447cf7094528498a1b89f1e997266172ec171c9ea7a2a,229.0,253.7,569,129,0.0001
route-de133fb89e834c42aa9802a0760e2a42.gpx,drive,20260821_Bergamo_Caorle,2026-08-20,277.889267,,r-5474ba3b3f8442cba93f0175c07096ec,,249b5082fe42d25ebfc324ee8c92d8c78070cceb4ee10619e11e000a0536439f.gpx,249b5082fe42d25ebfc324ee8c92d8c78070cceb4ee10619e11e000a0536439f,-2.6,249.9,1708,368,0.0001
route-3357c3fdc9e84f82b142be1256926122.gpx,drive,20260823_Caorle_Triest,2026-08-23,253.740373,,r-5bcff346ef6f46dda706d14d99eb325e,,8b9a52de1413d53662726f5787292449f5815e1abdcbc776e87d08424db0be43.gpx,8b9a52de1413d53662726f5787292449f5815e1abdcbc776e87d08424db0be43,-2.0,408.3,2956,608,0.0001
route-aa156b9003474b32b12c199f2d5e0ad4.gpx,drive,20260825_Caorle_Aosta,2026-08-25,485.953092,,r-6a2b09c125f4456caac2af4717ba231e,,165ca6783f2d4fb094bdf084e1b3f768243cef4fc9f5b9d7e0c03b2217ab27c1.gpx,165ca6783f2d4fb094bdf084e1b3f768243cef4fc9f5b9d7e0c03b2217ab27c1,-2.6,387.3,3362,683,0.0001
route-addae30b1bde4ea496de29a82035345f.gpx,drive,20260826_Aosta_Lucarne,2026-08-26,463.803519,,r-0c05457e3c57419bb5d2abb19d4693aa,,701e2966215f3d9cfbae0e062d1018af85b002ea4caa7d77af955b05a467813f.gpx,701e2966215f3d9cfbae0e062d1018af85b002ea4caa7d77af955b05a467813f,373.4,1921.1,7295,1686,0.0001
route-78fbe7eef5ea487aa94d44e39419df9e.gpx,drive,20260827_Lucerne_Innsbruk,2026-08-27,355.235976,,r-2e139643be0d4ebb9bbe6c85ea803e87,,a0173d0dfbb134cd4d77d5e054ce4ed0ff72439e61e272caede5a2491addda1a.gpx,a0173d0dfbb134cd4d77d5e054ce4ed0ff72439e61e272caede5a2491addda1a,409.3,2383.8,6950,1519,0.0001
route-104da43c3950491d9ad650a302e30c19.gpx,drive,20260828_Inssbruk_Bratislava,2026-08-28,597.952986,,r-680e602ca5fd4a1c81d8c594dc8a29fa,,7b35f6e5898679119003b955295ff3a614beff3ccc1d35f8d3b1adea3dc2ca45.gpx,7b35f6e5898679119003b955295ff3a614beff3ccc1d35f8d3b1adea3dc2ca45,129.8,867.0,5981,1387,0.0001
route-9c412cab116c4463a3e59a51763a2ac2.gpx,drive,20260829_Bratislava_Warszawa,2026-08-29,637.233628,,r-d4ed7140e0cc4734bcf060a04391b49e,,8828e3378cd12eddeed7d783a3bcda4ecd302937bbc3818d6cb330fd7f06bbf3.gpx,8828e3378cd12eddeed7d783a3bcda4ecd302937bbc3818d6cb330fd7f06bbf3,102.5,702.9,6091,1474,0.0001
route-5ca6eab0a3274fc7b195f22f2e272190.gpx,train,20260724_Monaco -_ Menton,2026-07-24,10.613477,,r-92491b9eaadd4d5f86ad79be27acbc3e,,65c19260c01fe45289dcffc34bbae0d74e8e8583f374f08778c73832191249bb.gpx,65c19260c01fe45289dcffc34bbae0d74e8e8583f374f08778c73832191249bb,8.8,33.0,171,39,0.0001
route-8e44f462015e42bf878eb73d781d60b7.gpx,ride,20260724_ Menton-Monaco,2026-07-24,11.922304,,r-e855d7088eba45d984a24b798ae94328,,f43a5b742c9bc2483233faf2b356e2e4547a941b9378aa4bcc6778838c63d573.gpx,f43a5b742c9bc2483233faf2b356e2e4547a941b9378aa4bcc6778838c63d573,3.0,109.6,508,104,0.0001
route-82356e86978f434380c216ce64272ee2.gpx,train,Athenes Airport (40km),2018-11-05,40.001353,,r-ff266a3cbc594d6babc5c5dd0e4ea1ae,,e7095666374bbe62eb6546e82e839341e87a87d9485dcae1c3c6974a84e552b6.gpx,e7095666374bbe62eb6546e82e839341e87a87d9485dcae1c3c6974a84e552b6,68.8,247.8,481,106,0.0001
route-32f964512c6342e0b025296bd65560b4.gpx,train,Athens Metro (7km),2018-11-06,6.945421,,r-0456fdb41d2d4f05b0becfef3362e2f1,,1c463a8e72ab38323763aecaf6321798e27b34b932228385671b0545c2274366.gpx,1c463a8e72ab38323763aecaf6321798e27b34b932228385671b0545c2274366,-1.5,67.8,128,19,0.0001
route-d66f6a88c3914132a9cf48905c47d40f.gpx,ride,2026_Athens_Taxi,2026-08-08,43.661404,,r-b4c784edee7d4ae4ba73acfd9089d5c6,,8ace25ee0e1bd1475e8545e2e3a617ecda47889643af63068e4427868d78c737.gpx,8ace25ee0e1bd1475e8545e2e3a617ecda47889643af63068e4427868d78c737,1.0,109.8,514,116,0.0001
route-b1339d57a9c94a2e86782f3190879c61.gpx,ride,2019 Paphos,2019-06-16,52.608070,,r-93bf96eaedfd49628f9652fadc3f1f3f,,554974e43ae65421944fd6f8ac19a11d8f3a39f00d2f1557577577f6df2f3fbf.gpx,554974e43ae65421944fd6f8ac19a11d8f3a39f00d2f1557577577f6df2f3fbf,12.0,659.7,985,260,0.0001
route-943575316a1a4528bb8638bcac90885a.gpx,waterways,2019_Cuprus_Blue_Lagoon,2019-06-16,10.077128,,r-74cb06351c394c32a463f53f213fb202,,f627885ae457365149b6b2e44a3e02e143c2fabe5c998764bd8e2f6ed8c19bbc.gpx,f627885ae457365149b6b2e44a3e02e143c2fabe5c998764bd8e2f6ed8c19bbc,0.0,0.6,207,8,0.0001
route-119c3a0a2fe74f3f89ddd901026ba027.gpx,drive,2012_Lviv_Czechia,2012-07-22,753.541512,,r-45b46942312549f59e278aa9011d64c1,,68fce32f9de41a66f3cbba83a6f35277ba222f7d5605dac0bca442ec17bae9d4.gpx,68fce32f9de41a66f3cbba83a6f35277ba222f7d5605dac0bca442ec17bae9d4,182.6,567.3,6513,1456,0.0001
route-df37d0515fe3498093b96724c55f5662.gpx,drive,2012_Czechia,2012-07-23,222.954736,,r-bfaf5655a5b54e2082fb97a130217b23,,aeccb0d480727b4707ac16ae286fd5192ad66cb79cef9f86f1768e99882d8758.gpx,aeccb0d480727b4707ac16ae286fd5192ad66cb79cef9f86f1768e99882d8758,197.5,656.5,2425,561,0.0001
route-92886d7404eb43a5a3f8c9a8741de4d0.gpx,drive,2012_Czechia_Germany,2012-07-24,614.134797,,r-940bb62e82214a8188dbaefc3e8748ee,,0614ecf9dc093474d38c340dbc498cdf36618e7a834b376862eaebcbf2639dde.gpx,0614ecf9dc093474d38c340dbc498cdf36618e7a834b376862eaebcbf2639dde,178.7,792.0,6850,1646,0.0001
route-98c3ca62cde34c2cbb4f4f726a6e2770.gpx,drive,2012_Germany-Switzerland,2012-07-25,362.457961,,r-b849494ffa2445c595013d1e8cdf83a4,,288d2c362105a30086b3f340e5b8b7a3aee4afc9b0b0255c711c4c6c3bb6ba2e.gpx,288d2c362105a30086b3f340e5b8b7a3aee4afc9b0b0255c711c4c6c3bb6ba2e,381.1,792.0,5085,1111,0.0001
